"X","Y","Z"
-2,-10,0.2
-1.90173649986385,-10.0395488182435,0.187194460248932
-1.80295965080628,-10.0781906096518,0.175503983983667
-1.70368918677019,-10.115918519264,0.164826074858004
-1.60394393588964,-10.1527258713172,0.15506835391095
-1.5037419145934,-10.1886061610178,0.146147515288817
-1.40310041191378,-10.2235530471883,0.137988393844261
-1.30203606504862,-10.2575603456984,0.130523132325758
-1.20056492710919,-10.2906220235996,0.123690437238515
-1.09870252788465,-10.3227321938908,0.117434913673602
-0.996463928362723,-10.3538851108499,0.111706470482638
-0.893863769665702,-10.3840751658728,0.106459788135185
-0.790916316988973,-10.4132968837694,0.101653842448443
-0.687635499065691,-10.4415449194678,0.0972514781356549
-0.584034943624418,-10.4688140550885,0.0932190267915147
-0.480128009256222,-10.4950991973471,0.0895259645292514
-0.375927814062913,-10.5203953752566,0.0861446050134266
-0.27144726141827,-10.5446977380951,0.08304982410237
-0.166699063138628,-10.5680015536162,0.0802188127312836
-0.0616957603276659,-10.5903022064739,0.0776308550373466
0.0435502578678332,-10.6115951968437,0.0752671290569415
0.149026737379516,-10.6318761392187,0.0731105276171059
0.254721544026796,-10.6511407613639,0.0711454973026623
0.360622649844353,-10.6693849034119,0.0693578936108947
0.466718120775864,-10.6866045170879,0.0677348506104039
0.572996105597776,-10.702795665049,0.0662646636027935
0.679444825951014,-10.7179545203284,0.0649366834476886
0.786052567371078,-10.7320773658721,0.0637412213555526
0.892807671218163,-10.7451605941609,0.0626694630808684
0.999698527418968,-10.7572007069075,0.0617133915622725
1.10671356794078,-10.7681943148227,0.0608657171577702
1.2138412609264,-10.7781381374421,0.0601198147136117
1.32107010542564,-10.7870290030091,0.0594696667860237
1.4283886266655,-10.7948638484072,0.0589098124068735
1.53578537180675,-10.8016397191367,0.0584353008484603
1.64324890614,-10.8073537693327,0.0580416498998608
1.75076780967854,-10.8120032618178,0.0577248082183601
1.85833067410971,-10.8155855681879,0.0574811213651613
1.96592610006991,-10.8180981689276,0.0573073011753917
2.07354269471191,-10.8195386535504,0.057200398148942
2.18116906953578,-10.8199047207629,0.0571577765813709
2.28879383845768,-10.8191941786502,0.0571770921833926
2.39640561609287,-10.8174049448787,0.0572562719637293
2.50399301623155,-10.814535046917,0.057393496173668
2.61154465048798,-10.8105826222705,0.0575871821328314
2.71904912710505,-10.8055459187294,0.0578359697746975
2.82649504989794,-10.7994232946292,0.058138708767535
2.93387101732186,-10.7922132191204,0.0584944470818557
3.04116562165019,-10.7839142724489,0.0589024208894234
3.14836744825013,-10.7745251462435,0.0593620456914481
3.25546507494434,-10.7640446438113,0.0598729085850076
3.36244707144749,-10.7524716804401,0.0604347615870818
3.46930199886763,-10.7398052837059,0.0610475159450004
3.57601840926291,-10.7260445937861,0.0617112373706855
3.68258484524475,-10.7111888637777,0.0624261421439154
3.78898983961895,-10.6952374600198,0.063192594037031
3.89522191505699,-10.6781898624201,0.0640111020201334
4.00126958378969,-10.6600456647849,0.0648823187119388
4.10712134731616,-10.6408045751538,0.0658070395471424
4.21276569612092,-10.6204664161366,0.0667862026364422
4.3181911093924,-10.5990311252545,0.0678208893003452
4.4233860547363,-10.5764987552849,0.0689123252625675
4.52833898787715,-10.5528694746093,0.0700618824932893
4.63303835234176,-10.5281435675655,0.0712710816967805
4.73747257911806,-10.5023214348031,0.072541595441999
4.8416300862831,-10.4754035936441,0.0738752519387356
4.94549927859353,-10.4473906784476,0.0752740394657416
5.04906854703224,-10.4182834409796,0.0767401114610885
5.15232626830448,-10.3880827507885,0.0782757922887778
5.25526080427658,-10.3567895955867,0.0798835836993835
5.35786050135039,-10.3244050816383,0.0815661720062948
5.46011368976619,-10.2909304341552,0.0833264360029542
5.5620086828266,-10.2563669977007,0.085167455650384
5.66353377603368,-10.2207162366018,0.0870925215682888
5.76467724613117,-10.1839797353726,0.08910514536713
5.86542735004327,-10.1461591991472,0.0912090708628274
5.96577232370112,-10.1072564541259,0.0934082862201584
6.06570038074741,-10.0672734480335,0.0957070370755464
6.16519971110944,-10.0262122505935,0.0981098406947535
6.26425847942987,-9.98407505401676,0.100621501226069
6.36286482334422,-9.94086417350859,0.103247126114925
6.46100685159328,-9.89658204779467,0.105992143751499
6.55867264195795,-9.85123123966771,0.108862322428827
6.65585023900308,-9.80481443655682,0.111863790695254
6.75252765161637,-9.7573344511217,0.115003059191724
6.84869285032709,-9.7087942218737,0.118287044071509
6.9443337643886,-9.65919681382615,0.121723092107515
7.03943827860756,-9.6085454191764,0.125319007600285
7.13399422990159,-9.55684335802238,0.12908308120834
7.22798940356573,-9.50409407911642,0.133024120831524
7.32141152922707,-9.45030116065956,0.137151484687653
7.41424827646509,-9.39546831113957,0.141475116732951
7.50648725007404,-9.33959937021621,0.146005584587647
7.598115984942,-9.28269830965769,0.150754120139625
7.68912194051932,-9.22476923433218,0.155732663011268
7.77949249484743,-9.16581638325895,0.160953907087644
7.8692149381171,-9.10584413072364,0.16643135031795
7.95827646572283,-9.04485698746276,0.172179348016741
8.04666417077794,-8.9828596019228,0.178213169906927
8.13436503605243,-8.91985676159954,0.184549061162826
8.22136592529314,-8.85585339446392,0.191204307728833
8.30765357388278,-8.79085457048082,0.198197306207413
8.39321457879164,-8.72486550322795,0.205547638629237
8.47803538777261,-8.65789155162223,0.213276152438376
8.56210228774646,-8.58993822176192,0.221405046046472
8.64540139232146,-8.52101116889282,0.229957960331801
8.72791862838668,-8.45111619950807,0.238960076482041
8.80963972171537,-8.38025927359114,0.248438220603373
8.8905501815095,-8.30844650701274,0.258420975543159
8.97063528381307,-8.23568417409274,0.268938800398854
9.04988005371612,-8.16197871033938,0.280024158211847
9.12826924626717,-8.08733671537834,0.291711652371508
9.20578732600602,-8.01176495608567,0.304038172281644
9.2824184450236,-7.93527036993909,0.317043048868634
9.35814641944964,-7.85786006860348,0.330768220537469
9.43295470426309,-7.77954134176713,0.345258410208435
9.50682636631366,-7.70032166124673,0.360561314092875
9.57974405543654,-7.62020868538002,0.376727802890891
9.65168997353563,-7.53921026372649,0.393812136116423
9.72264584150344,-7.45733444209762,0.41187219027528
9.79259286383885,-7.37458946793978,0.430969701638546
9.86151169081688,-7.29098379609418,0.451170524366543
9.9293823780567,-7.20652609495988,0.472544904746081
9.99618434332736,-7.12122525308762,0.495167772304818
10.0618963204231,-7.0350903862337,0.519119048559941
10.1264963099327,-6.94813084490508,0.544483974142133
10.189961526721,-6.8603562224287,0.571353455008354
10.2522683439334,-6.77177636357987,0.599824428415875
10.3133922333282,-6.68240137380671,0.630000249273001
10.373307701737,-6.59224162908947,0.661991097406019
10.431988223448,-6.50130778647591,0.695914406183972
10.4894061683029,-6.40961079533582,0.731895312819201
10.5455327252995,-6.31716190938019,0.770067130508083
10.6003378214865,-6.22397269949255,0.810571842388379
10.6537900359438,-6.13005506742225,0.853560617061843
10.7058565086432,-6.03542126039168,0.89919434515746
10.7565028439927,-5.94008388667145,0.947644196085258
10.8056930088777,-5.84405593217975,0.999092193746004
10.8533892250286,-5.74735077816366,1.05373180951022
10.8995518555643,-5.64998222002239,1.11176857025214
10.9441392855846,-5.55196448733356,1.173420678611
10.9871077967212,-5.45331226514502,1.23891964194322
11.0284114355918,-5.35404071659545,1.30851090561324
11.0680018761548,-5.25416550692766,1.38245448533694
11.1058282760192,-5.15370282895808,1.46102559222644
11.1418371268324,-5.05266943006528,1.54451524297703
11.175972098956,-4.95108264075904,1.63323084627165
11.2081738807327,-4.84896040488868,1.72749675494415
11.2383800127629,-4.74632131154624,1.82765477172544
11.2665247177421,-4.64318462871511,1.93406459448648
11.2925387265601,-4.53957033870875,2.04710418477709
11.3163491015375,-4.43549917543621,2.16717004113326
11.3378790578749,-4.33099266352161,2.29467735608272
11.3570477846111,-4.22607315929284,2.43006003301854
11.3737702666438,-4.12076389364068,2.57377053614034
11.3879571096458,-4.01508901673241,2.72627954349397
11.3995143700299,-3.90907364454424,2.88807536979709
11.4083433924626,-3.80274390715342,3.05966312225371
11.4143406578119,-3.6961269987039,3.24156354898473
11.4173976448379,-3.58925122892819,3.43431153609896
11.4174007093882,-3.48214607607272,3.63845420588698
11.4142309853515,-3.3748422410332,3.85454856524866
11.4077643121467,-3.26737170246133,4.08315865040061
11.3978711940717,-3.1597677725529,4.32485211132197
11.3844167974134,-3.05206515317076,4.58019617748728
11.3672609918013,-2.94429999189336,4.84975294544402
11.346258442883,-2.83650993751091,5.13407392899939
11.3212587639741,-2.72873419441655,5.43369381450582
11.2921067348934,-2.62101357525922,5.7491233673377
11.2586425966953,-2.51339055113924,6.08084144153065
11.2207024314447,-2.40590929853632,6.42928605313692
11.1781186365112,-2.29861574206505,6.79484448958759
11.1307205030504,-2.19155759205516,7.17784244270018
11.0783349083628,-2.08478437585467,7.57853217237494
11.0207871316218,-1.97834746165566,7.99707973188962
10.9579018020004,-1.87230007354713,8.43355131436546
10.8895039874568,-1.76669729640994,8.88789881365881
10.8154204312974,-1.66159606918876,9.3599447316947
10.7354809420906,-1.55705516500912,9.84936660795099
10.6495199404919,-1.45313515655856,10.3556811950006
10.5573781640304,-1.34989836512399,10.8782286559689
10.4589045278587,-1.24740879167876,11.416157114316
10.3539581358735,-1.14573202844684,11.9684079419171
10.2424104324619,-1.04493514944508,12.5337022259158
10.1241474804522,-0.945086578621726,13.1105289056854
9.99907234569294,-0.846255934376503,13.6971351154014
9.86710756313905,-0.748513849468664,14.2915193017019
9.72819765350551,-0.651931765597616,14.8914277058688
9.58231165362524,-0.5565817022788,15.4943548018993
9.4294456178104,-0.462536000035066,16.0975482617934
9.2696250420127,-0.369867038379184,16.6980189736906
9.10290715767532,-0.278646929571776,17.292556564156
8.92938303816802,-0.18894718969342,17.8777507708862
8.74917945790838,-0.100838389159523,18.4500188757485
8.56246044300642,-0.0143897854181051,19.0056392414272
8.36942845281588,0.0703310588127367,19.5407908011153
8.17032513438118,0.153258667808675,20.0515981349421
7.96543159661685,0.234330051078988,20.5341815367314
7.75506815824269,0.313485102549866,20.9847112399194
7.53959353301274,0.39066699523405,21.3994647435323
7.31940342748702,0.46582256561063,21.7748859707615
7.094928540239,0.538902681746286,22.107644817115
6.86663196657486,0.60986258914105,22.3946955151851
6.63500602904604,0.678662228390856,22.6333321701157
6.40056857064699,0.745266519033422,22.8212398128044
6.1638587639121,0.809645604384207,22.9565393822424
5.92543250443544,0.871775052769224,23.0378251856053
5.68585747091342,0.931636011307862,23.0641935915893
5.44570794499325,0.9892153092712,23.0352619812912
5.20555949243394,1.0445055090129,22.9511772995831
4.96598361192885,1.09750490350904,22.8126139028149
4.72754245914506,1.14821746061494,22.6207607676704
4.49078375104071,1.19665271521451,22.3772984917704
4.25623594945495,1.24282561146415,22.0843668600955
4.02440381363943,1.28675629828449,21.7445240550174
3.79576439928918,1.32846988209847,21.3606988371199
3.5707635673363,1.36799614152904,20.9361372083187
3.3498130499792,1.4053692093339,20.4743451817622
3.13328810486002,1.44062722725832,19.9790293229757
2.92152577169551,1.47381197972441,19.4540366965087
2.71482372968298,1.50496851234947,18.9032957586927
2.51343973923404,1.53414474120628,18.3307595898566
2.31759163851222,1.56139105851815,17.7403526704654
2.1274578542194,1.58675994014063,17.1359221882276
1.94317837731048,1.61030555974065,16.5211946304745
1.76485614790659,1.63208341406594,15.8997381804861
1.59255878959777,1.65214996312621,15.2749312089249
1.42632063144807,1.67056228850549,14.6499369411912
1.26614495613307,1.6873777724128,14.0276841951816
1.11200641448525,1.7026537994754,13.4108539261991
0.963853549998266,1.71644748270012,12.8018711890221
0.821611381231732,1.72881541448738,12.202902031876
0.685183995253446,1.73981344308866,11.6158547721075
0.554457110963467,1.74949647445789,11.0423850663431
0.429300577099882,1.75791829906523,10.4839041755455
0.309570775701331,1.7651314429179,9.9415898338498
0.195112907607333,1.77118704176862,9.41639915535199
0.0857631420655561,1.7761347372828,8.90908305113414
-0.0186493824244208,1.78002259378008,8.42020167600261
-0.118300714342581,1.78289703405675,7.95014047729715
-0.213370406752209,1.78480279273071,7.49912647377894
-0.304039997117766,1.78578288552148,7.06724444859628
-0.390491647276905,1.78587859288179,6.65445279472894
-0.472906939134695,1.78512945642657,6.26059880267239
-0.551465819770654,1.78357328665648,5.8854332274186
-0.626345688222042,1.78124618054055,5.52862401437231
-0.697720615181248,1.77818254760273,5.18976910137998
-0.76576068617008,1.7744151432457,4.86840824646309
-0.830631458378607,1.76997510813912,4.56403385825935
-0.892493521232184,1.76489201259667,4.27610082884654
-0.951502150831664,1.75919390496274,4.00403538691823
-1.00780704865707,1.75290736312566,3.74724300362217
-1.06155215529659,1.74605754836665,3.50511539421427
-1.11287553042828,1.73866826084262,3.27703666648415
-1.16190929081281,1.73076199608457,3.0623886721195
-1.20877959862824,1.72236000197166,2.86055562021815
-1.25360669307275,1.7134823357141,2.67092801341806
-1.29650495876158,1.70414792044445,2.49290596694591
-1.33758302503823,1.6943746010782,2.32590196959505
-1.37694389089688,1.68417919915988,2.16934314350176
-1.41468507076568,1.67357756646021,2.0226730568246
-1.4508987569238,1.66258463713485,1.88535314023974
-1.48567199481547,1.65121447829425,1.75686375470295
-1.51908686797948,1.6394803388692,1.63670495432904
-1.55122068973183,1.62739469668706,1.52439698460283
-1.58214619912282,1.61496930370018,1.41948055254455
-1.61193175903787,1.60221522933095,1.32151690196738
-1.64064155462595,1.58914290191764,1.23008772363019
-1.66833579052114,1.57576214826176,1.14479492693603
-1.69507088557493,1.56208223129193,1.0652602968766
-1.72089966403995,1.54811188587082,0.991125057185067
-1.74587154234295,1.53385935278142,0.922049358140017
-1.77003271075825,1.51933241093686,0.857711705158611
-1.79342630944373,1.5045384078638,0.797808342223637
-1.81609259843313,1.48948428851485,0.742052602297275
-1.83806912129157,1.47417662246847,0.690174235174277
-1.85939086223883,1.45862162957765,0.641918721706845
-1.88009039662782,1.44282520413041,0.597046581979954
-1.90019803473603,1.42679293758576,0.555332683816605
